"PRJ_ID","PRJ_IDPARENT","PRJ_CODE","PRJ_DESCRIPTIONDU","PRJ_DESCRIPTIONEN","PRJ_INTERNETWORK","PRJ_URL","PRJ_CONTENTDU","PRJ_USERUPDATE","PRJ_DATEUPDATE","PRJ_STARTDATE","PRJ_COMMENTS","PRJ_USERCREATION","PRJ_CONTENTFR","PRJ_DATECREATION","PRJ_ENDDATE","PRJ_DESCRIPTIONFR","PRJ_DELETE","PRJ_PRJS_ID","PRJ_RELT_ID","PRJ_CONTENTEN"
180,132,"ALGER - ALGIERS - AP - SAN","ALGIERS - PRIORITAIRE ACTIES - GEZONDHEID","ALGER - PRIORITY ACTIONS - HEALTH","","","SOCIAAL BELEID - HOSPITALEN, renovatie en modernisering van hospitalen - GEZONDHEID, medisch-technische bijstand. 
SOCIAAL BELEID (ALLERLEI), medische vorming - LEEFMILIEU - AFVAL, verwerking van medisch afval.","GDEROEP",02/05/06,15/06/02,"","PGERARD","POLITIQUE SOCIALE - HOPITAUX  Restructuration, rénovation, et modernisation des hôpitaux - SANTE assistance médicale technique - POLITIQUE SOCIALE (DIVERS) formation médicale,  ENVIRONNEMENT- DECHETS Traitement des déchets hospitaliers
(Voir aussi Alger)",02/06/04,15/06/05,"ALGER - ACTIONS PRIORITAIRES - SANTE","N",17,17,"SOCIAL POLICY - HOSPITALS, renovation and modernization of hospitals - HEALTH, technical medical assistance
SOCIAL POLICY (MISC.), medical training - ENVIRONMENT - WASTE, treatment of hospital waste"
182,114,"BUDAPEST- BOEDAPEST- AP- PROT PAT AM TER","BOEDAPEST- BIJZONDER VERGELIJK - INZAKE DE BESCHERMING VAN HET ERFGOED EN DE RUIMTELIJKE ORDENING","BOEDAPEST- ARRANGEMENT PARTICULIER - RELATIF A LA  PROTECTION DU PATRIMOINE ET A L ' AMENAGEMENT DU TERRITOIRE","24","","PATRIMONIUM - BESCHERMING VAN MONUMENTEN - STEDENBOUW EN STADSVERNIEUWING - RUIMTELIJKE ORDENING: uitwsseling van ervaringen met het oog op het uitvoeren van een project rond ruimtelijke ordening in de stad Boedapest.","GDEROEP",23/05/06,21/10/03,"Voir aussi Budapest                                -                                        Zie ook Boedapest                                            -                                     Also see Budapest","PGERARD","PATRIMOINE - PROTECTION DU PATRIMOINE - URBANISME ET RENOVATION URBAINE - AMENAGEMENT DU TERRITOIRE Echange d'expériences en vue de réaliser un projet d'aménagement du territoire dans la ville de Budapest",02/06/04,31/12/04,"BUDAPEST- ARRANGEMENT PARTICULIER - RELATIF A LA  PROTECTION DU PATRIMOINE ET A L ' AMENAGEMENT DU TERRITOIRE","N",17,17,"HERITAGE - PROTECTION OF MONUMENTS - TOWN PLANNING AND RENOVATION - SPATIAL PLANNING: exchange of experiences in order to implement a spatial planning project in the city of Budapest.
(Also see Budapest)"
130,,"METROPOLIS","METROPOLIS","METROPOLIS","21","www.metropolis.org","INTERSTEDELIJKE SAMENWERKING
Dit wereldwijd internationaal netwerk omvat een 80-tal metropolen met meer dan 1 miljoen inwoners.
De instelling wil de uitwisseling van informatie tussen steden en geassocieerde leden bevorderen en organiseert hiertoe congressen en technische bijeenkomsten.  Ook worden gemeenschappelijke studies uitgevoerd en samenwerkingsprojecten uitgewerkt .","PGERARD",25/06/12,01/01/93,"La Région de Bruxelles-Capitale siège au Conseil de Direction de cette organisation.
Het Brussels Hoofdstedelijk Gewest zetelt in de Directieraad van deze organisatie.
The Brussels Capital Region has a seat in the Board of Directors of Metropolis.","PGERARD","COOPERATION INTERURBAINE 
80 métropoles d'au moins 1 million d'habitants.
A pour objectif de faciliter l'échange d'informations entre les villes et les membres associés par la réalisation de congrès et de réunions techniques et la participation à des études et projets de coopération.",13/05/04,,"METROPOLIS","N",17,18,"INTERURBAN COOPERATION
47) INTERURBAN COOPERATION
80 large cities of at least one million inhabitants
To make exchange of information between cities and associated members easier by organising congresses and technical meetings and participating in studies and cooperation projects."
283,204,"UE - EU: INTERREG III C - COM","INTERREG III C: STUURCOMITE","INTERREG III C: STEERING COMMITTEE","22","www.interreg3c.net","EXTERNE BETREKKINGEN - INTERREGIONALE SAMENWERKING - EUROPESE PROGRAMMA'S - EUROPESE STRUCTUURFONDSEN - STEDENBOUW EN STADSVERNIEUWING - HEROPLEVING - ECONOMIE & HANDEL - BEDRIJVEN.","PGERARD",02/02/05,01/01/01,"Le comité de pilotage prend des décisions communes en ce qui concerne la sélection des projets et assure le suivi de la mise en oeuvre des projets.
Het stuurcomite neemt de gezamelijke beslissing voor de selectie van de projecten en volgt de uitvoering van de projecten op.","GDEROEP","RELATIONS EXTERIEURES - COOPERATION INTERREGIONALE - PROGRAMMES EUROPEENS - FONDS STRUCTURELS EUROPEENS - URBANISME ET RENOVATION URBAINE - REVITALISATION - ECONOMIE & COMMERCE - ENTREPRISE.",30/11/04,31/12/06,"INTERREG III C: COMITE DE PILOTAGE","N",17,18,"EXTERNAL RELATIONS - INTERREGIONAL COOPERATION - EUROPEAN PROGRAMMES - EUROPEAN STRUCTURAL FUNDS - TOWN PLANNING AND RENOVATION - REVITALIZATION - ECONOMY & TRADE - ENTERPRISE."
132,,"ALGER - ALGIERS","RAAMAKKOORD VAN SAMENWERKING EN PARTNERSCHAP TUSSEN DE WILAYA VAN ALGIERS EN HET BRUSSELS HOOFDSTEDELIJK GEWEST","CONVENTION CADRE DE COOPERATION ET DE PARTENARIAT ENTRE LA WILAYA D'ALGER ET LA REGION DE BRUXELLES-CAPITALE","24","","ECONOMIE & HANDEL - ECONOMISCHE ONTWIKKELING - STEDENBOUW EN STADSVERNIEUWING - REGIONALE ONTWIKKELING - RUIMTELIJKE ORDENING - STADSBEHEER - TRANSPORT - OPENBAAR VERVOER - OPENBARE WERKEN -  WERKGELEGENHEID - BEROEPSOPLEIDING - HUISVESTING - WOONKWALITEIT - PATRIMONIUM - MONUMENTENZORG - ONDERZOEK EN ONTWIKKELING - nieuwe informatie- en communicatietechnologieën - TECHNOLOGIEEN.
LEEFMILIEU - MILIEUBESCHERMING - SOCIAAL BELEID - GEZONDHEID - SOCIAAL BELEID (ALLERLEI): Sociale bescherming.","PGERARD",19/06/08,15/06/02,"","PGERARD","ECONOMIE & COMMERCE - DEVELOPPEMENT ECONOMIQUE - URBANISME ET RENOVATION URBAINE - DEVELOPPEMENT REGIONAL - AMENAGEMENT DU TERRITOIRE - GESTION URBAINE - TRANSPORTS - TRANSPORT EN COMMUN - TRAVAUX PUBLICS - EMPLOI - FORMATION PROFESSIONNELLE - LOGEMENT - 
QUALITE DE L'HABITAT - PATRIMOINE - CONSERVATION DU PATRIMOINE - R&D - nouvelles TECHNOLOGIES de l'information et de la communication - ENVIRONNNEMENT - PROTECTION DE l'ENVIRONNEMENT - POLITIQUE SOCIALE - SANTE - POLITIQUE SOCIALE (DIVERS) Protection sociale -",13/05/04,15/06/05,"CONVENTION CADRE DE COOPERATION ET DE PARTENARIAT ENTRE LA WILAYA D'ALGER ET LA REGION DE BRUXELLES-CAPITALE","N",17,17,"ECONOMY & TRADE - ECONOMICAL DEVELOPMENT - TOWN PLANNING AND RENOVATION - REGIONAL DEVELOPMENT - SPATIAL PLANNING - URBAN MANAGEMENT - PUBLIC TRANSPORT - PUBLIC WORKS - EMPLOYMENT - VOCATIONAL TRAINING - HOUSING - HOUSING QUALITY - HERITAGE - CONSERVATION OF MONUMENTS - R&D - new information and communication TECHNOLOGIES - ENVIRONMENT - ENVIRONMENTAL PROTECTION - SOCIAL POLICY - HEALTH - SOCIAL POLICY (MISC.): social protection."
226,,"UE - EU: EURES","EUROPEAN EMPLOYMENT SERVICES (EURES)","EUROPEAN EMPLOYMENT SERVICES (EURES)","22","www.europa.eu.int/jobs/eures","WERKGELEGENHEID - Eures beoogt het vrije verkeer van werknemers binnen de Europese Unie door middel van het uitwisselen van informatie en door samenwerking tussen de openbare diensten voor arbeidsbemiddeling en hun partners.","GDEROEP",16/02/06,01/01/93,"","PGERARD","EMPLOI -  Promotion de la libre circulation des travailleurs à l'intérieur de l'UE en développant des échanges d'informations et la coopération entre les services publics de l'emploi européen et ses partenaires",30/06/04,,"SERVICE EUROPÉEN DE L'EMPLOI (EURES)","N",17,18,"EMPLOYMENT - Promotion of free movement of workers inside the EU by developing exchange of information and cooperation between public employment services and their partners."
227,129,"LEED","LOCAL ECONOMIC AND EMPLOYMENT DEVELOPMENT PROGRAMME (LEED)","LOCAL ECONOMIC AND EMPLOYMENT DEVELOPMENT PROGRAMME (LEED)","20","www.oecd.org","OVERHEDEN - LOKAAL BELEID - ECONOMIE & HANDEL - ECONOMISCHE ONTWIKKELING - WERKGELEGENHEID:","GDEROEP",13/08/09,01/01/96,"Het LEED-programme identificeert en formuleert vernieuwende ideeën voor de lokale ontwikkeling en voor de sociale economie. Daarbij komen onderwerpen als de decentralisatie van het werkgelegenheidsbeleid, ondernemerschap, sociale samenhang op lokaal niveau en globalisattie aan bod. Tevens wordt overgegaan tot onderlinge uitwisseling en evaluatie.","GDEROEP","AUTORITES - POLITIQUE LOCALE - ECONOMIE & COMMERCE - DEVELOPPEMENT ECONOMIQUE - EMPLOI",30/06/04,01/01/06,"CRÉATION D'EMPLOIS ET DÉVELOPPEMENT ÉCONOMIQUE AU NIVEAU LOCAL (LEED)","N",17,18,"AUTHORITIES - LOCAL POLICY - ECONOMY & TRADE - ECONOMICAL DEVELOPMENT - EMPLOYMENT: The LEED programme identifies and formulates innovative ideas for local development and the social economy."
228,,"PARTENALIA /SIGMA","PARTENALIA /SIGMA","PARTENALIA /SIGMA","23","www.partenalia.diba.es","EXTERNE BETREKKINGEN - INTERNATIONALE UITSTRALING - STEDENBOUW EN STADSVERNIEUWING - REGIONALE ONTWIKKELING 
Dit newerk dat de samenwerking tussen de administraties bevordert bestaat sinds 1994. Het vormt een platform waarbinnen projecten die door de EU worden gefinancierd zich ontwikelen. SIGMA is een verwant netwerk met PARTENALIA.","GDEROEP",20/02/06,01/01/94,"Ce réseau comprend des villes, des provinces, des départements, des intercommunales,......des entités reprises en deuxième partie
Tot dit netwerk behoren steden, provincies evenals departementen, intercommunales, enz. uit de steden en regio's die in het tweede gedeel worden opgesomd.
The network includes cities, provinces, departments, ... included in the second part.","PGERARD","RELATIONS EXTERIEURES - RAYONNEMENT INTERNATIONAL - URBANISME ET RENOVATION URBAINE - DEVELOPPEMENT REGIONAL:
Ce réseau  qui promeut la coopération entre les administrations existe depuis 1994. Il constitue une plate-forme dont émanent des projets financés par l' UE.
SIGMA est le réseau jumeau de PARTENALIA.",30/06/04,,"PARTENALIA /SIGMA","N",17,18,"EXTERNAL RELATIONS - INTERNATIONAL IMAGE - TOWN PLANNING AND RENOVATION - REGIONAL DEVELOPMENT
This network, which promotes cooperation between administrations, exists since 1994. It is a platform from which issue EU-financed projects.
SIGMA is the twin network of PARTENALIA."
139,,"BRASILIA - BRASILIA","OVEREENSTEMMING TOT SAMENWERKING TUSSEN HET FEDERAAL DISTRICT VAN BRAZILIE EN HET BRUSSELS HOOFDSTEDELIJK GEWEST","ENTENTE DE COOPERATION ENTRE LE DISTRICT FEDERAL DU BRESIL ET LA REGION DE BRUXELLES-CAPITALE","24","","STEDENBOUW EN STADSVERNIEUWING - REGIONALE ONTWIKKELING - STEDELIJKE ONTWIKKELING - ECONOMIE & HANDEL - INDUSTRIE - HANDEL' - TOERISME - TOERISTISCHE ONTWIKKELING - ONDERZOEK EN ONTWIKKELING - WETENSCHAPPELIJK ONDERZOEK - TECHNOLOGIE - HUISVESTING - WOONKWALITEIT - LEEFMILIEU - MILIEUBESCHERMING - PATRIMONIUM - MONUMENTENZORG - VEILIGHEID - VEILIGHEID (ALLERLEI)","GDEROEP",12/04/06,08/04/97,"","PGERARD","URBANISME ET RENOVATION URBAINE - DEVELOPPEMENT REGIONAL - DEVELOPPEMENT URBAIN - ECONOMIE & COMMERCE - INDUSTRIE - COMMERCE' - TOURISME - DEVELOPPEMENT TOURISTIQUE - R&D - RECHERCHE SCIENTIFIQUE - TECHNOLOGIE - LOGEMENT - QUALITE DE L'HABITAT - ENVIRONNEMENT - PROTECTION DE L'ENVIRONNEMENT - PATRIMOINE - CONSERVATION DU PATRIMOINE - SECURITE - SECURITE (DIVERS)",14/05/04,,"ENTENTE DE COOPERATION ENTRE LE DISTRICT FEDERAL DU BRESIL ET LA REGION DE BRUXELLES-CAPITALE","N",18,17,"TOWN PLANNING AND RENOVATION - REGIONAL DEVELOPMENT - URBAN DEVELOPMENT - ECONOMY & TRADE - INDUSTRY - TRADE' - TOURISM - TOURISITC DEVELOPMENT - R&D - SCIENTIFIC RESEARCH - TECHNOLOGY - HOUSING - HOUSING QUALITY - ENVIRONMENT - ENVIRONMENTAL PROTECTION - HERITAGE - CONSERVATION OF MONUMENTS - SECURITY - SECURITY (MISC.)"
183,114,"BUDAPEST - BOEDAPEST AP PME","BOEDAPEST - BIJZONDERE REGELING - INZAKE KLEINE EN MIDDELGROTE ONDERNEMINGEN","BOEDAPEST - ARRANGEMENT PARTICULIER - RELATIF AUX PETITES ET MOYENNES ENTREPRISES","24","","ECONOMIE & HANDEL - KMO - INVESTERINGEN: maatregelen om de ontwikkeling van KMO's te bevorderen - Beleid om investeringen aan te trekken.","GDEROEP",23/05/06,21/10/03,"Voir aussi Budapest                           -                                    Zie ook Boedapest                                      -                                        Also see Budapest","PGERARD","ECONOMIE & COMMERCE - PME - INVESTISSEMENTS: mesures pour favoriser le déveveloppement des PME  - Politiques visant à attirer les INVESTISSEMENTS",02/06/04,31/12/04,"BUDAPEST- ARRANGEMENT PARTICULIER - RELATIF AUX PETITES ET MOYENNES ENTREPRISES","N",17,17,"ECONOMY & TRADE - SME - INVESTMENTS: Measures to foster development of SME - policies to attract investments."
181,114,"BUDAPEST- BOEDAPEST - AP- INT EUR","BOEDAPEST - BIJZONDER VERGELIJK - INZAKE EUROPESE INTEGRATIE","BOEDAPEST - ARRANGEMENT PARTICULIER - RELATIF A L' INTEGRATION EUROPEENNE","24","","EXTERNE BETREKKINGEN - EXTERNE BETREKKINGEN (ALLERLEI): voorbereiding van de Europese verkiezingen - OVERHEDEN - REGIONAAL BELEID - EUROPESE STRUCTUURFONDSEN: verdeling van de middelen afkomstig uit Europese Structuurfondsen - EUROPESE PROGRAMMA'S: uitwisseling van informatie over Europese programma's en mogelijke deelname eraan.","PGERARD",13/01/09,21/10/03,"Voir aussi Budapest                                      -                                Zie ook Boedapest                           -                                          Also see Budapest.","PGERARD","RELATIONS EXTERIEURES - RELATIONS EXTERIEURES (DIVERS) Préparation des élections européennes - AUTORITES - POLITIQUE REGIONALE - FONDS STRUCTURELS EUROPEENS Répartition des moyens provenant des Fonds structurels européens - PROGRAMMES EUROPEENS Echanges d'informations sur les Programmes européens et participation éventuelle",02/06/04,31/12/04,"BUDAPEST - ARRANGEMENT PARTICULIER - RELATIF A L' INTEGRATION EUROPEENNE","N",17,17,"EXTERNAL RELATIONS - EXTERNAL RELATIONS (MISC.): preparation of european elections - AUTHORITIES - REGIONAL POLICY - EUROPEAN STRUCTURAL FUNDS:  Distribution of the funds that come from the European structural funds - EUROPEAN PROGRAMMES: exchange of information on european programs and possible participation."
214,,"AVR","VERENIGING VAN STEDEN EN REGIO'S VOOR RECYCLAGE (VSRR)","ASSOCIATION OF CITIES AND REGIONS FOR RECYCLING AND SUSTAINABLE RESOURCE MANAGEMENT","21","www.acrr.org","LEEFMILIEU - AFVAL - RECYCLAGE: Een internationaal netwerk van lokale en regionale autoriteiten gericht op het bevorderen van de uitwisseling van ervaringen en informatie over het beheer van afval. Meer specifiek richt de vereniging zich op het voorkomen van afval  aan de basis en op de recycage en herwaardering ervan.","GDEROEP",02/03/06,01/01/94,"Partenaires ; régions, villes et associations
Onder de leden zijn steden, regio's en verenigingen
Members include cities, regions and associations","PGERARD","ENVIRONNEMENT - DECHETS - RECYCLAGE:  Réseau international d'autorités locales et régionales qui a pour but de promouvoir l'échange d'informations et d'expériences sur la gestion des DECHETS, et plus particulièrement sur la prévention  à la source, le RECYCLAGE et la valorisation",08/06/04,,"ASSOCIATION DES VILLES POUR LE RECYCLAGE","N",17,18,"ENVIRONMENT - WASTE - RECYCLING : International network of local and regional authorities aimed at promoting the exchange of information and experiences on waste management and in particular on the prevention at source, recycling and valorisation."
229,,"UE - URB-AL , 10","UE - URB-AL N°10","UE - URB-AL N°10","1","www.urbal10.sp.gov.br","","PGERARD",09/07/04,01/01/02,"Membres = villes, régions, provinces, organisations intercomunnales,...des entités reprises en deuxième partie","PGERARD","POLITIQUE SOCIALE - POLITIQUE SOCIALE (DIVERS) - URBANISME ET RENOVATION URBAINE - REVITALISATION - RELATIONS EXTERIEURES - PROGRAMMES EUROPEENS - ECONOMIE/ COMMERCE - DEVELOPPEMENT ECONOMIQUE
La lutte contre la pauvreté urbaine est la thématique de ce réseau
La RBC s'y implique via ses politiques de revitalisation des quartiers (sur le plan du développement économique, de l'économie sociale et solidaire",01/07/04,01/01/06,"UNION EUROPEENNE - URB-AL N°10","O",17,18,""
212,,"EGPN","EUROPEAN GREEN PURCHASING NETWORK","EUROPEAN GREEN PURCHASING NETWORK","21","","LEEFMILIEU - LEEFMILIEU (ALLERLEI)","GDEROEP",21/02/06,01/01/99,"Réseau européen qui a pour but d'aider les responsables publics à investir dans des produits environnementalement et économiquement sûrs afin d'éviter des coûts inutiles et contribuer à un environnement sain et durable.
Dit Europees netwerk wil verantwoordelijken van de overheid wil helpen om te investeren in voor het milieu verantwoorde en spaarzame producten. De bedoeling is om zo bij te dragen tot een gezond en duurzaam milieu waarbij onnodige kosten worden vermeden.
European network aiming to help public decission makers to invest in environmentally and economically safe products, in order to avoid useless costs and contribute to a healthy and sustainable environment.","PGERARD","ENVIRONNEMENT - ENVIRONNEMENT (DIVERS)",08/06/04,,"EUROPEAN GREEN PURCHASING NETWORK","N",17,18,"ENVIRONMENT - ENVIRONMENT (MIS.)"
230,,"UE- URBAL, 12","UE - URBAL N°12","UE - URBAL N°12 - URBAL N°12 -  ""WOMEN AND CITY""","1","www.diba.es/urbal 12","","PGERARD",13/07/04,01/01/02,"Réseau = différentes villes, provinces, régions, intercommunales reprises dans les entités évoquées en deuxième partie  
Leadership= deputacion de Barcelone","PGERARD","EGALITE DES CHANCES - EGALITE DES CHANCES
La thématique du réseau est l'implication des femmes dans les instances de décisions et de participation locales et leurs accessions à d'avantage de droits citoyens",01/07/04,01/01/06,"UNION EUROPEENNE - URBAL N°12 - ""FEMME ET VILLE""","O",17,18,""
174,161,"SOFIA - AP- POUV LOC","SOFIA - BIJZONDER VERGELIJK TUSSEN HET HOOFDSTEDELIJK GEWEST EN DE MUNICIPALITEIT SOFIA","SOFIA -","24","","ADMINISTRATIE - ADMINISTRATIEF BEHEER - FINANCIEN EN BEGROTING - FINANCIEEL BEHEER - FINANCIEN EN BEGROTING (ALLERLEI): Openbare aanbestedingen","PGERARD",28/07/09,26/04/04,"","PGERARD","ADMINISTRATION - GESTION ADMINISTRATIVE - FINANCES ET BUDGET- GESTION FINANCIERE - FINANCES ET BUDGET (DIVERS): Les marchés publics",01/06/04,26/04/06,"SOFIA - ARRANGEMENT PARTICULIER - PROJET1 : GESTION DES POUVOIRS LOCAUX","N",,17,"ADMINISTRATION - ADMINISTRATIVE MANAGEMENT - FINANCE AND BUDGET - FINANCIAL MANAGEMENT - FINANCE AND BUDGET (MISC.)"
175,161,"SOFIA - AP- AF EUR","SOFIA - BIJZONDER VERGELIJK TUSSEN HET BRUSSELS HOOFDSTEDELIJK GEWEST EN DE MUNICIPALITEIT SOFIA","SOFIA -","24","","EUROPESE ZAKEN - EUROPESE STRUCTUURFONDSEN - INTERNATIONALE UITSTRALING","PGERARD",28/07/09,26/04/04,"","PGERARD","AFFAIRES EUROPEENNES - FONDS STRUCTURELS EUROPEENS - RAYONNEMENT INTERNATIONAL

Voir aussi Mazovie",01/06/04,26/04/06,"SOFIA - ARRANGEMENT PARTICULIER- PROJET 2 : AFFAIRES EUROPENNES","N",,17,"EUROPEAN AFFAIRES - EUROPEAN STRUCTURAL FUNDS - INTERNATIONALE IMAGE"
176,161,"SOFIA - AP - ENV","SOFIA - BIJZONDER VERGELIJK TUSSEN HET BRUSSELS HOOFDSTEDELIJK GEWEST EN DE MUNICIPALITEIT SOFIA","SOFIA","24","","LEEFMILIEU - AFVAL","PGERARD",28/07/09,26/04/04,"","PGERARD","ENVIRONNEMENT - DECHETS",01/06/04,26/04/06,"SOFIA - ARRANGEMENT PARTICULIER - PROJET 3  ENVIRONNEMENT: POLITIQUE DE GESTION INTÉGRÉE DES DÉCHETS","N",,17,"ENVIRONMENT - WASTE"
184,131,"BRATISLAVA - AP - ECO","BRATISLAVA - ACTIONS PRIORITAIRES - DEVELOPPEMENT , COOPERATION  ET PROMOTION ECONOMIQUE","BRATISLAVA - ACTIONS PRIORITAIRES - DEVELOPPEMENT , COOPERATION  ET PROMOTION ECONOMIQUE","2","","","PGERARD",02/06/04,09/03/04,"","PGERARD","ECONOMIE /COMMERCE - DEVELOPEMENT ECONOMIQUE Echanges d'informations",02/06/04,09/03/09,"BRATISLAVA - ACTIONS PRIORITAIRES - DEVELOPPEMENT , COOPERATION  ET PROMOTION ECONOMIQUE","O",17,17,""
141,,"CASABLANCA","PROTOCOLE RELATIF A L' ENVIRONNEMENT ENTRE LA REGION DE BRUXELLES-CAPITALE ET LA REGION DU GRAND CASABLANCA","PROTOCOLE RELATIF A L' ENVIRONNEMENT ENTRE LA REGION DE BRUXELLES-CAPITALE ET LA REGION DU GRAND CASABLANCA","24","","LEEFMILIEU - AFVAL: behandeling en beheer van afval  -  VERVUILING: het bestrijden van luchtvervuiling en het voorkomen van de verontreiniging van de grond en van het grondwater. Ook geluidsoverlast komt aan bod   - LUCHT - GELUID - WATER' : de distributie, de behandeling en de controle van het water  - LEEFMILIEU (ALLERLEI): wet- en regelgeving  over mlieu, bescherming en beheer van groene ruimtes, milieutoezicht, mileuvriendelijke vervoermiddelen, opleiding en bewustmaking van de bevolking - ONDERZOEK EN ONTWIKKELING - TECHNOLOGIEEN - INNOVATIES: propere technologieën - EXTERNE BETREKKINGEN - INTERREGIONALE SAMENWERKING: De coördinatie van gezamenlijke acties ten aanzien van internationale instellingen - ADMINISTRATIE - ADMINISTRATIEF BEHEER: principes en methodes - ADMINISTRATIE (ALLERLEI): opleiding van ambtenaren.","GDEROEP",23/02/06,01/01/01,"","PGERARD","ENVIRONNEMENT -  DECHETS - BRUIT - ENVIRONNEMENT (DIVERS) - POLLUTION: Gestion et traitement des  DECHETS   - Lutte contre la pollution de l' AIR' -  Prévention de la pollution du sol et des EAUX' souterraines, distribution, traitement et surveillance des EAUX' - Lutte contre le BRUIT - ENVIRONNEMENT (DIVERS) Législation et réglementations environnementales, gestion et protection des espaces verts, police de l' environnement, écologisation ds transports, formation et sensibilisation de la population  -  R&D - TECHNOLOGIES -  INNOVATIONS: technologies propres - RELATIONS EXTERIEURES -  COOPERATION INTERREGIONALE Coordination d'actions communes vis-à vis des instances internationales - ADMINISTRATION - Méthodes et principes de la GESTION ADMINISTRATIVE - ADMINISTRATION (DIVERS) Formation des fonctionnaires",14/05/04,,"PROTOCOLE RELATIF A L' ENVIRONNEMENT ENTRE LA REGION DE BRUXELLES-CAPITALE ET LA REGION DU GRAND CASABLANCA","N",17,17,"ENVIRONMENT - WASTE: Management and processing of waste - NOISE - ENVIRONMENT ( MISC.): Environmental legislation and regulation, management and protection of green spaces, environmental policing, environment-friendly transportation, training and public awareness  - POLLUTION: Fight against air pollution - Prevention of soil and groundwater pollution, - AIR'- NOISE: Fight against noise - WATER': distribution, treatment and control - ENVIRONMENT (MISC.) - R&D - TECHNOLOGIES - INNOVATIONS: clean technologies - EXTERNAL RELATIONS - INTERREGIONAL COOPERATION: Coordination of joint actions towards international bodies - ADMINISTRATION - ADMINISTRATIVE MANAGEMENT: Methods and principles - ADMINISTRATION (MISC.): Training of civil servants"
252,,"UE - EU: TRIANGLE","EUROPESE UNIE - TRIANGLE","EUROPEAN UNION- TRIANGLE","22","","VERVOER - OPENBAAR VERVOER - TECHNOLOGIE & INNOVATIE - EXTERNE BETREKKINGEN - EUROPESE PROGRAMMA'S.
Een onderling bruikbare chipkaart voor vervoer, betalingen en dienstverlening op Thalys + Eurostar tussen Londen, Parijs en Brussel.","GDEROEP",16/02/06,01/01/01,"Partenaires = sociétés de transports publics des entités reprises en deuxième partie.
De partners van het project zijn de maatschappijen voor openbaar vervoer van de steden/regio's die in het tweede deel zijn opgenomen.
The partners are public transport companies from cities and regions included in the second part.","PGERARD","TRANSPORTS - TRANSPORT EN COMMUN - TECHNOLOGIE & INNOVATION - RELATIONS EXTERIEURES - PROGRAMMES EUROPEENS
Carte à puce interopérable (transports-payements-services) entre Londres, Paris et Bruxelles (Thalys + Eurostar)",09/07/04,30/06/03,"UNION EUROPEENNE - TRIANGLE","N",18,18,"TRANSPORT - PUBLIC TRANSPORT - TECHNOLOGY & INNOVATION - EXTERNAL RELATIONS - EUROPEAN PROGRAMMES
Interoperational chipcard (transport-payment-services) between London, Paris and Brussels (Thalys + Eurostar)."
253,,"UE - EU: TURNOUTS","EUROPESE UNIE - TURNOUTS","EUROPEAN UNION - TURNOUTS","22","","VERVOER - OPENBAAR VERVOER - TRAM - INFRASTRUCTUUR - TECHNOLOGIE - EXTERNE BETREKKINGEN - EUROPESE PROGRAMMA'S.
Een nieuw concept voor verkeerswissels (studie in verband met geluidsoverlast en trillingen).","GDEROEP",16/02/06,11/11/11,"Partenaires = Instituts, universités, entreprises, société de transports publics reprises en deuxième partie.
De partners zijn instellingen, ondernemingen en maatschappijen voor openbaar vervoer uit steden en regio's die terug te vinden zijn in het tweed deel.
The partners are institutes, universities, public transport companies, i.e. companies included in the second part.","PGERARD","TRANSPORTS - TRANSPORT EN COMMUN - TRAM - INFRASTRUCTURES - TECHNOLOGIE - RELATIONS EXTERIEURES - PROGRAMMES EUROPEENS
Nouveau concept d'aiguillage (étude des problèmes de bruit et de vibration)",09/07/04,,"UNION EUROPEENNE - TURNOUTS","N",17,18,"TRANSPORT - PUBLIC TRANSPORT - TRAMWAY - INFRASTRUCTURE - TECHNOLOGY - EXTERNAL RELATIONS - EUROPEAN PROGRAMMES.
A new switching concept (study on noise and vibration problems)."
231,,"UE - EU: URBAL.","EUROPESE UNIE - URB-AL","EUROPEAN UNION - URB-AL","22","","ONTWIKKELINGSSAMENWERKING - SOCIAAL BELEID - WELZIJN.
Dit Europese Programme wil directe en duurzame relaties ontwikkelen tussen lokale autoriteiten door de overdracht van kennis en ervaringen. en dit met het oog op de verbetering van de socio-economische levensvoorwaarden en de levenskwaliteit van de bevolking.","GDEROEP",16/02/06,01/01/02,"Le programme URB-AL s'adresse à des villes et régions, ainsi qu' à des institutions locales et régionales de l'Union Européenne et de l'Amérique Latine.
De doelgroep van het URB-AL programma bestaat uit steden en regio's uit de Europese Unie en Latijns Amerika evenals uit de lokale en regionale instellingen deel uitmaken van deze geografische zone.
The program URB-AL focuses on cities and regions, as well as on local and regional institutions of the European Union and Latin America.","PGERARD","COOPERATION AU DEVELOPPEMENT -  POLITIQUE SOCIALE - BIEN-ETRE 
L'objectif principal de ce programme est de développer des liens directs et durables entre les collectivités locales par l'échange de connaissances et d'expériences contribuant ainsi à l'amélioration des conditions socio-économiques et à la qualité de la vie de la population.",02/07/04,01/01/07,"UNION EUROPEENNE - URB-AL","N",17,18,"DEVELOPMENT AID - SOCIAL POLICY - WELFARE
The main objective of this programme is to develop direct and sustainable links between the local communities through the exchange of know-how and experience, thus contributing to the improvement of social and economic conditions and life quality of the population."
